Date,Close,High,Low,Open,Volume
2020-01-02,17.698091506958008,17.844713185287542,17.54284483048554,17.71534150324388,20900
2020-01-03,17.516969680786133,17.66359135781601,17.516969680786133,17.59459301833431,8200
2020-01-06,17.422096252441406,17.482469587827932,17.34447292264444,17.404846258030965,13100
2020-01-07,17.396223068237305,17.525594749656882,17.36172307583199,17.525594749656882,6600
2020-01-08,17.551469802856445,17.6290931409787,17.344474782880496,17.344474782880496,22000
2020-01-09,17.508346557617188,17.646343251358086,17.508346557617188,17.646343251358086,14200
2020-01-10,17.594593048095703,17.66359138769411,17.58596805001463,17.629093040419995,9600
2020-01-13,17.672216415405273,17.698091409691877,17.508344741690486,17.698091409691877,6500
2020-01-14,17.61184310913086,17.70671644332195,17.55146976739114,17.629093105356546,5000
2020-01-15,17.560094833374023,17.698091513612507,17.560094833374023,17.698091513612507,45200
2020-01-16,17.672216415405273,17.749839753214903,17.568719728359223,17.568719728359223,9200
2020-01-17,17.680843353271484,17.76709169863898,17.54284665870364,17.54284665870364,11500
2020-01-21,17.430723190307617,17.611844878776136,17.378974841481046,17.491098183164024,26900
2020-01-22,17.4910945892334,17.58596626841358,17.422096256625082,17.422096256625082,3400
2020-01-23,17.37897300720215,17.49109633705097,17.292724671560787,17.49109633705097,4700
2020-01-24,17.3444766998291,17.430723400563608,17.3444766998291,17.422100046530453,4800
2020-01-27,16.947731018066406,17.24959933544672,16.904607677747784,17.24959933544672,13300
2020-01-28,16.895986557006836,16.982234902481448,16.844238207742215,16.844238207742215,13100
2020-01-29,16.921859741210938,16.990858081188293,16.878734750568725,16.990858081188293,3400
2020-01-30,16.921859741210938,16.97360808493141,16.870109752440282,16.870109752440282,8100
2020-01-31,16.594118118286133,16.82698815682155,16.568243121209857,16.82698815682155,12100
2020-02-03,16.53374481201172,16.63724315552846,16.516494813917202,16.57686816219765,11600
2020-02-04,16.74936294555664,16.792486290831512,16.714862953296606,16.714862953296606,7100
2020-02-05,17.02535629272461,17.16335297157758,17.01673129466503,17.16335297157758,8600
2020-02-06,17.02535629272461,17.128854624389426,17.02535629272461,17.128854624389426,4400
2020-02-07,16.740737915039062,16.90460958785621,16.732112916990772,16.84423624656836,5800
2020-02-10,16.75798988342285,16.775239881549624,16.732114886232694,16.74073988529608,10300
2020-02-11,16.78386116027832,16.895984489188184,16.73211281734693,16.757987811337706,5500
