Date,Close,High,Low,Open,Volume,ASI_Daily_Return,SMA_7,SMA_21,Daily_Return,Close_Lag_1,Close_Lag_2,Close_Lag_3,Target_Next_Close
2020-02-14,33.22721481323242,33.37576242460157,33.01114696527654,33.37576242460157,1414900,0.008655696696262538,33.371900285993306,34.19308689662388,0.00040680973306650436,33.21370315551758,33.6323356628418,33.29473876953125,32.8558464050293
2020-02-18,32.8558464050293,32.903111082973304,32.58576032329344,32.606018453649284,1975100,-0.00605737341009438,33.22624751499721,34.0117441813151,-0.011176633680871517,33.22721481323242,33.21370315551758,33.6323356628418,32.97063064575195
2020-02-19,32.97063064575195,33.01114175101231,32.78156937685472,32.9098614121299,1583700,-0.001015883270351181,33.1703006199428,33.84519177391415,0.0034935712599717395,32.8558464050293,33.22721481323242,33.21370315551758,32.64652633666992
2020-02-20,32.64652633666992,33.00439074596446,32.585757103071344,32.95712607269129,1444500,-0.01982711410385951,33.1201422555106,33.690857115246004,-0.009830091288344556,32.97063064575195,32.8558464050293,33.22721481323242,32.41019821166992
2020-02-21,32.41019821166992,32.47096743634605,32.160370321659684,32.3359244286512,1733800,0.005186630610227949,32.99377931867327,33.53330703008743,-0.007238997575510719,32.64652633666992,32.97063064575195,32.8558464050293,30.74917221069336
2020-02-24,30.74917221069336,31.019255615562457,30.735667654090285,30.87071064439024,2125300,-0.02476777854079959,32.58189882550921,33.30469876243954,-0.051250103135082936,32.41019821166992,32.64652633666992,32.97063064575195,29.81737899780273
2020-02-25,29.81737899780273,30.56011159547496,29.64182490996905,30.49934237743044,3336200,-0.020634769080421833,32.09670966012137,33.044259570893786,-0.030303034062379997,30.74917221069336,32.41019821166992,32.64652633666992,29.648588180541992
2020-02-26,29.648588180541992,30.27653616851176,29.57431437486549,30.114483994696496,3072000,-0.0005403225806450696,31.58547728402274,32.82240395318894,-0.005660820063130845,29.81737899780273,30.74917221069336,32.41019821166992,28.86533546447754
2020-02-27,28.86533546447754,29.71610211326665,28.865335464477536,29.29072007673778,3756400,-0.025405304120416305,31.015404292515345,32.55489076886858,-0.026417875660551426,29.648588180541992,29.81737899780273,30.74917221069336,29.12866401672364
2020-02-28,29.12866401672364,29.25695602776636,27.89977759180182,28.2373838091041,5065100,-0.027731679944069332,30.46655191693987,32.32146008809408,0.009122656917331273,28.86533546447754,29.648588180541992,29.81737899780273,29.9929428100586
2020-03-02,29.9929428100586,30.03345649380072,28.93285922159071,29.216449856322207,3889700,0.01597260199663042,30.0874685559954,32.14558347066244,0.029671075640089528,29.12866401672364,28.86533546447754,29.648588180541992,29.37174224853516
2020-03-03,29.37174224853516,30.431825613285863,29.17593001536945,29.884902588980964,4042300,-0.011229634936752442,29.653403418404718,31.981924420311337,-0.020711557563971694,29.9929428100586,29.12866401672364,28.86533546447754,30.26977729797364
2020-03-04,30.26977729797364,30.344048508590443,29.72960524298091,29.952426602025096,3292400,0.007382177387250888,29.58491843087333,31.863923027401878,0.030574796749868183,29.37174224853516,29.9929428100586,29.12866401672364,29.398757934570312
2020-03-05,29.398757934570312,29.65533687426097,29.108416303476183,29.459527173072143,2737400,-0.015783586120072912,29.525115421840127,31.69126201811291,-0.02877521545101147,30.26977729797364,29.37174224853516,29.9929428100586,28.568246841430664
2020-03-06,28.568246841430664,28.8855950209106,28.284656202027705,28.696536311796446,3422800,-0.017754835009594072,29.370780944824222,31.442719504946755,-0.028249870113153386,29.398757934570312,30.26977729797364,29.37174224853516,23.47714233398437
2020-03-09,23.47714233398437,25.03688436212528,23.470388765596827,24.78030285376308,11580700,-0.11545193899154516,28.601039069039484,30.947563625517347,-0.17820850315753345,28.568246841430664,29.398757934570312,30.26977729797364,24.99636650085449
2020-03-10,24.99636650085449,25.165169622084683,23.80124009345699,25.003117492381964,6898400,0.05471332455062461,28.01071085248675,30.549187796456472,0.06471077890391119,23.47714233398437,28.568246841430664,29.398757934570312,23.30158042907715
2020-03-11,23.30158042907715,24.66550988206652,23.00448787945087,24.584485109574093,7588500,-0.036249996976506216,27.05480194091797,30.087470917474654,-0.06780129710929805,24.99636650085449,23.47714233398437,28.568246841430664,19.65543556213379
2020-03-12,19.65543556213379,21.606799203041483,19.45287104688592,21.58654236515702,8805600,-0.0869000752000092,25.666758128574916,29.437980288550968,-0.1564762904405177,23.30158042907715,24.99636650085449,23.47714233398437,21.08013916015625
2020-03-13,21.08013916015625,21.43800234001501,19.20304875587892,21.43800234001501,4990200,-0.019886420304557784,24.35395268031529,28.84025664556594,0.07248394946623082,19.65543556213379,23.30158042907715,24.99636650085449,17.75809097290039
2020-03-16,17.75809097290039,18.797919001402683,17.555527706814253,17.97416008802233,5041200,-0.09710146831973498,22.69100025721959,28.10427511306036,-0.1575913784067845,21.08013916015625,19.65543556213379,23.30158042907715,18.65612030029297
2020-03-17,18.65612030029297,18.85193253813609,17.967404547826064,18.51432629732983,4181000,0.08828263577377116,21.2749821799142,27.410413469587052,0.05057015017903721,17.75809097290039,21.08013916015625,19.65543556213379,16.745271682739258
2020-03-18,16.745271682739258,17.028861021476146,14.942454019597427,16.69800700759408,6215000,-0.1143067968682916,20.31328637259347,26.6432432447161,-0.10242475856696232,18.65612030029297,17.75809097290039,21.08013916015625,16.71826171875
2020-03-19,16.71826171875,17.150397308292604,15.29356292616147,15.995784547033844,8288700,0.013322216448545587,19.130699975149973,25.869320914858864,-0.0016129904907484782,16.745271682739258,18.65612030029297,17.75809097290039,17.163902282714844
2020-03-20,17.163902282714844,18.68313045030731,17.163902282714844,17.474499423247114,9054400,-0.04272806302161247,18.253888811383927,25.132053102765763,0.026655915038406475,16.71826171875,16.745271682739258,18.65612030029297,19.446123123168945
2020-03-23,19.446123123168945,19.972789435338367,19.020739735241783,19.972789435338367,10013400,0.00343337781582731,18.22398703438895,24.51471619378953,0.13296631516904212,17.163902282714844,16.71826171875,16.745271682739258,22.26176071166992
2020-03-24,22.26176071166992,22.60611801154761,21.147658868084275,21.66082189722292,5664900,0.07356731655630444,18.39279011317662,24.110553741455078,0.14479171867148688,19.446123123168945,17.163902282714844,16.71826171875,24.38867378234864
2020-03-25,24.38867378234864,24.75328913562707,22.633122384367603,23.153036297213266,6755200,0.039043802867668065,19.340016228812082,23.852043969290598,0.09554109839855407,22.26176071166992,19.446123123168945,17.163902282714844,24.39557456970215
2020-03-26,24.39557456970215,24.912868363307062,23.54721306392116,23.60928842439744,4558300,-0.004601349115153419,20.159938267299108,23.60190046401251,0.0002829504964103613,24.38867378234864,22.26176071166992,19.446123123168945,24.278318405151367
2020-03-27,24.278318405151367,24.533515896150345,23.016120502498666,23.59548955712597,3443400,-0.0385207209016869,21.236087799072266,23.383471080235072,-0.004806452261075567,24.39557456970215,24.38867378234864,22.26176071166992,25.368087768554688
2020-03-30,25.368087768554688,25.86469067139504,24.6714665908191,25.13358113455701,3966400,-0.018429534035545814,22.47177723475865,23.204396020798455,0.04488652571473373,24.278318405151367,24.39557456970215,24.38867378234864,25.68535804748535
2020-03-31,25.68535804748535,26.80960781073568,25.27842022567388,26.43715834096445,5090000,0.031836860326728944,23.689128058297293,22.999272936866397,0.012506669080668331,25.368087768554688,24.278318405151367,24.39557456970215,25.85089111328125
2020-04-01,25.85089111328125,27.064808512921687,25.706049503545536,26.45095109010916,4019800,-0.03797472783747602,24.604094914027623,22.831613358997163,0.006444647004331117,25.68535804748535,25.368087768554688,24.278318405151367,27.395875930786133
2020-04-02,27.395875930786133,28.36148928476875,26.499231388463283,27.67176433288464,4921100,0.023848680920218746,25.33753994532994,22.694760912940616,0.05976524409679351,25.85089111328125,25.68535804748535,25.368087768554688,24.602489471435547
2020-04-03,24.602489471435547,25.47154444429464,24.299011418821618,25.33359891816391,3760100,-0.01927708746078083,25.368085043770925,22.466367176600865,-0.1019637578447169,27.395875930786133,25.85089111328125,25.68535804748535,25.664669036865234
2020-04-06,25.664669036865234,25.664669036865234,24.595595712347137,25.03012323999752,3129000,0.05487297135929592,25.549384253365652,22.328101566859655,0.04317366202566286,24.602489471435547,27.395875930786133,25.85089111328125,25.119781494140625
2020-04-07,25.119781494140625,26.147472830514808,25.05081005136304,25.96814550063793,4382200,0.026397531258042894,25.669593266078405,22.406322479248047,-0.021231037187423807,25.664669036865234,24.602489471435547,27.395875930786133,25.588796615600582
2020-04-08,25.588796615600582,25.664666787073543,24.76112871503908,24.96804569017946,2406000,0.010590045877122867,25.701123101370676,22.434533437093098,0.01867114654517832,25.119781494140625,25.664669036865234,24.602489471435547,25.34050369262696
2020-04-09,25.34050369262696,25.96125476180616,24.595599252300666,25.40257906265414,4393000,0.04640717707970632,25.651858193533762,22.53162502107166,-0.009703188731518764,25.588796615600582,25.119781494140625,25.664669036865234,24.96114730834961
2020-04-13,24.96114730834961,25.75433212685096,24.623183524916325,25.5543112413378,1513400,-0.0007153265919892515,25.524751935686385,22.784277961367653,-0.01497035689893278,25.34050369262696,25.588796615600582,25.119781494140625,24.3886775970459
2020-04-14,24.3886775970459,25.44395605598409,24.33349833146085,25.278423521413337,2609200,0.030064431810590486,25.095152173723495,22.94182741074335,-0.02293443102722359,24.96114730834961,25.34050369262696,25.588796615600582,23.22993850708008
2020-04-15,23.22993850708008,23.402369759281623,22.50572777405199,23.16786315104384,3589600,-0.025017346743537727,24.899073464529856,23.202391579037624,-0.04751135379747573,24.3886775970459,24.96114730834961,25.34050369262696,22.243637084960938
2020-04-16,22.243637084960938,22.664369866302483,22.02292523755107,22.63678022760306,5654000,-0.03563799834415604,24.410354614257812,23.37322571164086,-0.042458202023157976,23.22993850708008,24.3886775970459,24.96114730834961,23.80240821838379
2020-04-17,23.80240821838379,23.80240821838379,22.995431243985585,23.18855339900217,4663400,0.0273466301564389,24.222158432006836,23.70927983238584,0.07007716982025158,22.243637084960938,23.22993850708008,24.3886775970459,22.76093101501465
2020-04-20,22.76093101501465,23.35409509274442,22.485039889668272,22.57470490006976,4369100,-0.00791364130834693,23.81817763192313,23.99702598935082,-0.043755118970052576,23.80240821838379,22.243637084960938,23.22993850708008,22.43675422668457
2020-04-21,22.43675422668457,22.70574656552437,22.043611172827603,22.140172255376022,4820800,-0.024655562383653296,23.403356279645646,24.248114177158904,-0.014242685772222097,22.76093101501465,23.80240821838379,22.243637084960938,23.705846786499023
2020-04-22,23.705846786499023,23.79551177045577,23.15406732963439,23.32649857434784,2635800,0.029739829212052538,23.224027633666992,24.450958161126998,0.05656310832629674,22.43675422668457,22.76093101501465,23.80240821838379,23.871383666992188
2020-04-23,23.871383666992188,24.78871658709941,23.74723295132472,23.885178483298816,2487900,0.015162458793414268,23.150128500802175,24.5276068732852,0.006982955807655067,23.705846786499023,22.43675422668457,22.76093101501465,23.554113388061523
2020-04-24,23.554113388061523,24.29901513328947,23.554113388061523,24.25073458642712,2673300,0.027738215469812033,23.19643919808524,24.487865902128675,-0.013290820647709922,23.871383666992188,23.705846786499023,22.43675422668457,24.25072860717773
2020-04-27,24.25072860717773,24.58869498297777,23.38167634683621,23.51961922895036,1788500,-0.004152206664222113,23.483166558401926,24.480968475341797,0.029575098312521808,23.554113388061523,23.871383666992188,23.705846786499023,24.616289138793945
2020-04-28,24.616289138793945,24.830104877992213,23.995538095499693,24.388681212247164,1680700,0.01111882077490578,23.599435261317662,24.497062319800968,0.015074208183090132,24.25072860717773,23.554113388061523,23.871383666992188,25.86469268798828
2020-04-29,25.86469268798828,25.86469268798828,25.09909736344901,25.174967549641927,2295200,0.03780070478247399,24.042829786028182,24.52071017310733,0.05071453061651443,24.616289138793945,24.25072860717773,23.554113388061523,24.24383544921875
2020-04-30,24.24383544921875,24.8852799268187,24.1058899193202,24.685259040020405,3427200,-0.02317876502893157,24.300984246390207,24.45206623985654,-0.06266678898227418,25.86469268798828,24.616289138793945,24.25072860717773,23.05750274658203
2020-05-01,23.05750274658203,23.91965883901752,22.347086968364497,23.595487306312467,6654900,-0.029152641326773754,24.208363669259207,24.319047746204195,-0.048933375460397666,24.24383544921875,25.86469268798828,24.616289138793945,23.14717674255371
2020-05-04,23.14717674255371,23.354093759201938,22.643677703975737,22.91267008872769,9243000,-0.011871515767185148,24.10490553719657,24.116728737240745,0.003889146060493065,23.05750274658203,24.24383544921875,25.86469268798828,24.14726829528809
2020-05-05,24.14726829528809,25.009424445422635,24.036912413314536,24.664561985368817,6894100,0.020494776906847756,24.18964195251465,24.095051538376584,0.0432057681961624,23.14717674255371,23.05750274658203,24.24383544921875,23.59549331665039
2020-05-06,23.59549331665039,24.278322273472508,23.485137413952017,24.20934818985336,6293900,0.022160641062779707,24.096036911010742,23.996519361223495,-0.02285040990518039,24.14726829528809,23.14717674255371,23.05750274658203,24.07140350341797
2020-05-07,24.07140350341797,24.581798528967045,24.07140350341797,24.27142175338068,6277100,0.009485047445838557,24.01819610595703,23.94659659976051,0.020169537478233135,23.59549331665039,24.14726829528809,23.14717674255371,25.119781494140625
2020-05-08,25.119781494140625,25.119781494140625,24.27831884166809,24.39557082060837,1691300,0.008053757417050722,23.911780221121653,23.924262546357657,0.04355284022278938,24.07140350341797,23.59549331665039,24.14726829528809,24.009334564208984
2020-05-11,24.009334564208984,24.41627252736821,24.009334564208984,24.381784163348616,2042900,-0.007989412625857284,23.878280094691686,23.860873540242512,-0.04420607441154134,25.119781494140625,24.07140350341797,23.59549331665039,23.795515060424805
2020-05-12,23.795515060424805,24.443855682993853,23.7955150604248,24.3266036833016,1542400,-0.0369126961445696,23.983710425240652,23.805367242722284,-0.008905682213405597,24.009334564208984,25.119781494140625,24.07140350341797,22.960941314697266
2020-05-13,22.960941314697266,23.788611676298043,22.88507115881256,23.788611676298043,2355900,0.004878101403204438,23.957105364118302,23.737379800705682,-0.03507273297544833,23.795515060424805,24.009334564208984,25.119781494140625,23.264423370361328
2020-05-14,23.264423370361328,23.29201300115468,22.07809555716733,22.416061956655856,2726800,0.0,23.830984660557338,23.73902193705241,0.013217317683304364,22.960941314697266,23.795515060424805,24.009334564208984,22.7816162109375
2020-05-15,22.7816162109375,23.51272566785092,22.7816162109375,23.216143703420425,2057200,0.01941745413846152,23.714716502598353,23.76463999067034,-0.02075302498315601,23.264423370361328,22.960941314697266,23.795515060424805,24.616289138793945
2020-05-18,24.616289138793945,24.98874134342605,24.40247603068827,24.71285286788169,2697900,0.020408103396283295,23.792557307652064,23.803396224975586,0.08053304519174609,22.7816162109375,23.264423370361328,22.960941314697266,24.38178062438965
2020-05-19,24.38178062438965,24.88528225019178,24.37488453124234,24.84389779803078,3637900,0.007999991743846246,23.687128611973353,23.88057953970773,-0.0095265583322518,24.616289138793945,22.7816162109375,23.264423370361328,25.168067932128903
2020-05-20,25.168067932128903,25.45085509401385,24.919766496114374,25.154273115562297,2874000,0.015211679485488183,23.85266195024763,24.01064209710984,0.03224896982924674,24.38178062438965,24.616289138793945,22.7816162109375,24.85768699645996
2020-05-21,24.85768699645996,25.209445551491807,24.464543998621867,25.112884482702352,1832600,-0.0032572715031388144,24.00440079825265,24.065491630917503,-0.012332330654301726,25.168067932128903,24.38178062438965,24.616289138793945,24.843896865844727
2020-05-22,24.843896865844727,24.871486499583515,24.36798752376592,24.85079295873328,1442200,-0.00915035268241493,24.273394448416575,24.111801783243816,-0.0005547632254440105,24.85768699645996,25.168067932128903,24.38178062438965,25.188756942749023
2020-05-26,25.188756942749023,25.44395445226441,25.11978286511512,25.32670246692481,1554000,0.004617318024206618,24.54829924447196,24.18964195251465,0.013881078269102343,24.843896865844727,24.85768699645996,25.168067932128903,25.69915199279785
2020-05-27,25.69915199279785,26.112988565824704,25.43705839074875,26.044014488107543,3055000,0.008535866867484865,24.96509007045201,24.258614494687034,0.020262812143088116,25.188756942749023,24.843896865844727,24.85768699645996,25.823301315307617
2020-05-28,25.823301315307617,26.292314494237825,25.7750207790435,26.244033957973706,4483400,-0.0006510589606453232,25.137520381382533,24.31609126499721,0.004830872339466996,25.69915199279785,25.188756942749023,24.843896865844727,25.91986656188965
2020-05-29,25.91986656188965,25.94745356204571,25.492235170820067,25.850892483769368,2459100,-0.0013029662291293986,25.357246943882533,24.318718592325848,0.003739461713394121,25.823301315307617,25.69915199279785,25.188756942749023,26.66476821899414
2020-06-01,26.66476821899414,26.699253942548413,26.13367965676379,26.202653734964382,2625600,0.020221820657017275,25.571061270577566,24.434001105172293,0.028738637806096312,25.91986656188965,25.823301315307617,25.69915199279785,27.092397689819336
2020-06-02,27.092397689819336,27.61659017351973,26.83030407906126,27.4510550125901,5257100,0.015984655454722496,25.89030565534319,24.626138959612167,0.01603724687621999,26.66476821899414,25.91986656188965,25.823301315307617,28.168376922607425
2020-06-03,28.168376922607425,28.313218581342174,27.93387025228282,28.064917091458145,4004500,0.025802311869552064,26.365231377737864,24.865243730090913,0.03971517194996799,27.092397689819336,26.66476821899414,25.91986656188965,28.10628890991211
2020-06-04,28.10628890991211,28.3063097569293,27.79591218714261,28.06490446984564,4493800,-0.004294457344308333,26.78202165876116,25.053768521263486,-0.0022041743074477926,28.168376922607425,27.092397689819336,26.66476821899414,29.71335792541504
2020-06-05,29.71335792541504,30.037526926229745,29.527131836729623,29.67886956629032,3144200,0.015403575182240115,27.355479649135045,25.345095407395135,0.05717827140587639,28.10628890991211,28.168376922607425,27.092397689819336,30.47894859313965
2020-06-08,30.47894859313965,30.53412785930508,29.858197635332,30.361696599176465,2321200,0.014563092139318501,28.020572117396764,25.650216602143786,0.025765875053447518,29.71335792541504,28.10628890991211,28.168376922607425,29.54092788696289
2020-06-09,29.54092788696289,29.65817989338443,29.20985751697766,29.56851489188457,1867600,-0.002990378056187959,28.537866592407227,25.860747382754372,-0.030776019169765356,30.47894859313965,29.71335792541504,28.10628890991211,28.961559295654297
2020-06-10,28.961559295654297,29.444364780601195,28.76843447058297,29.26503740491985,2762500,-0.0017996879400015153,28.865979603358678,26.096567608061292,-0.01961240329097047,29.54092788696289,30.47894859313965,29.71335792541504,26.464750289916992
2020-06-11,26.464750289916992,27.892480979223954,26.40957365229585,27.73384452831122,2453600,-0.05168274046826926,28.776315689086914,26.22367404756092,-0.08621113871144204,28.961559295654297,29.54092788696289,30.47894859313965,27.30621719360352
2020-06-12,27.30621719360352,27.8924824843114,26.8027181793396,27.706256388993104,1504400,0.024081267735641898,28.653150013514928,26.430591946556454,0.03179576207855339,26.464750289916992,28.961559295654297,29.54092788696289,27.34070205688477
2020-06-15,27.34070205688477,27.56831259876204,26.37508851270965,26.506135332186243,1778900,0.0006187598855837972,28.54378046308245,26.62470045543852,0.0012628941986636555,27.30621719360352,26.464750289916992,28.961559295654297,27.754539489746094
2020-06-16,27.754539489746094,28.34770087221231,27.416573029314108,28.05111886543296,2198700,0.006802833662671759,28.263949257986887,26.86150632585798,0.015136313325104123,27.34070205688477,27.30621719360352,26.464750289916992,27.56830787658692
2020-06-17,27.56830787658692,28.071806788658865,27.54761433835659,28.01662752816728,2211400,-0.003071402344673735,27.8481434413365,27.002078646705264,-0.006709951473991338,27.754539489746094,27.34070205688477,27.30621719360352,27.4924430847168
2020-06-18,27.4924430847168,27.664874360831583,27.16137535030749,27.223450714952524,2294800,-0.0030805924041122923,27.555502755301344,27.150205430530367,-0.0027518842364115947,27.56830787658692,27.754539489746094,27.34070205688477,27.161376953125
2020-06-19,27.161376953125,28.120094483923225,27.08550676618253,28.11319575905975,2390400,0.005562365217220311,27.29833384922573,27.24512490772066,-0.012042077547333108,27.4924430847168,27.56830787658692,27.754539489746094,27.575214385986328
2020-06-22,27.575214385986328,27.602804026654955,27.23035177090732,27.41657789878113,1600900,-0.007375597866468797,27.456971577235635,27.37453097388858,0.01523624643829824,27.161376953125,27.4924430847168,27.56830787658692,27.98213768005371
2020-06-23,27.98213768005371,28.251129957558504,27.864885715435346,28.18215852320553,1453300,0.019195009938262952,27.55353164672852,27.523971012660436,0.01475684969739266,27.575214385986328,27.161376953125,27.4924430847168,26.947555541992188
2020-06-24,26.947555541992188,27.70625198962517,26.850994462958035,27.70625198962517,1831600,-0.027946476249169794,27.497367858886722,27.60772332691011,-0.03697294859638245,27.98213768005371,27.575214385986328,27.161376953125,27.55896377563477
2020-06-25,27.55896377563477,27.594144586369584,26.728749783890045,26.813177825031723,1565300,0.014999984450603465,27.469428471156533,27.696285792759486,0.022688819870501087,26.947555541992188,27.98213768005371,27.575214385986328,27.26346206665039
2020-06-26,27.26346206665039,27.60821412274005,26.932781796923447,27.54489242606721,2221600,-0.00923642674693681,27.425879069737025,27.76486487615676,-0.010722526122177167,27.55896377563477,26.947555541992188,27.98213768005371,27.36899375915528
2020-06-29,27.36899375915528,27.63634959589923,27.129778805703427,27.30567207489101,1471000,0.01678071175100615,27.408243451799667,27.83387093316941,0.0038708103999007815,27.26346206665039,27.55896377563477,26.947555541992188,27.05942344665528
2020-06-30,27.05942344665528,27.22124495352115,26.588030711513625,26.72170864746753,1348300,0.0024447822026993915,27.393678665161133,27.852664039248513,-0.011310986265121503,27.36899375915528,27.26346206665039,27.55896377563477,26.98906898498535
2020-07-01,26.98906898498535,27.27049666092768,26.85538835628784,26.911675501827595,1237300,0.0048781115988631996,27.30994360787528,27.84774362473261,-0.00259999854795967,27.05942344665528,27.36899375915528,27.26346206665039,27.41825294494629
2020-07-02,27.41825294494629,27.826324072016373,27.263465956789084,27.48157465065431,1524800,0.0042474846711797465,27.229388645717076,27.812023435320175,0.015902140240543483,26.98906898498535,27.05942344665528,27.36899375915528,27.847427368164062
2020-07-06,27.847427368164062,28.206248504085245,27.727818533577903,27.95999896805293,1106000,0.009667664834687839,27.35794176374163,27.799696695236932,0.015652872707809795,27.41825294494629,26.98906898498535,27.05942344665528,27.11570930480957
2020-07-07,27.11570930480957,27.61524558721492,27.1086720704554,27.59413925198945,1413800,-0.003590561747789267,27.294619696480886,27.67599914187477,-0.026275966310303156,27.847427368164062,27.41825294494629,26.98906898498535,27.347885131835938
2020-07-08,27.347885131835938,27.48156573603282,27.094598391166404,27.122741958778203,2166700,0.009008983282417393,27.306680134364537,27.526900881812686,0.008562410240368967,27.11570930480957,27.847427368164062,27.41825294494629,26.15885353088379
2020-07-09,26.15885353088379,26.9749983898196,26.08849727977097,26.94685481580689,2728200,-0.0017855644332465115,27.13380295889718,27.365849721999396,-0.04347800918499489,27.347885131835938,27.11570930480957,27.847427368164062,26.57395362854004
2020-07-10,26.57395362854004,26.665418873811035,26.278451560709943,26.362882256614608,2240200,0.008348066573012236,27.064450127737864,27.252154214041575,0.015868436174627076,26.15885353088379,27.347885131835938,27.11570930480957,26.566919326782227
2020-07-13,26.566919326782227,27.017208369539897,26.475456755336904,26.96795846678675,1520400,-0.0023653311620561723,27.004143033708846,27.25701940627325,-0.00026470663176958453,26.57395362854004,26.15885353088379,27.347885131835938,27.467498779296875
2020-07-14,27.467498779296875,27.53082047559225,26.700603872572284,26.777997355146503,1894800,0.011855285992372178,27.011178152901785,27.264699481782458,0.03389852776820712,26.566919326782227,26.57395362854004,26.15885353088379,27.65746307373047
2020-07-15,27.65746307373047,27.84742815715992,27.411210846802486,27.713747533310272,1779600,0.007615773259444181,26.98404039655413,27.279783339727494,0.006915966246507255,27.467498779296875,26.566919326782227,26.57395362854004,27.36899375915528
2020-07-16,27.36899375915528,27.762992964427752,27.249384940470204,27.615243262450573,1389200,0.0005813464982631356,27.020223890032092,27.261424019223167,-0.010430071399035179,27.65746307373047,27.467498779296875,26.566919326782227,27.073490142822266
2020-07-17,27.073490142822266,27.249383402079623,26.97499034706505,27.23531161926886,984900,0.004067382363882821,26.98102460588728,27.23786126999628,-0.010797021583380806,27.36899375915528,27.65746307373047,27.467498779296875,26.58100128173828
2020-07-20,26.58100128173828,27.017218707203348,26.524716807306312,26.841325363234365,1505700,0.0069444373345235455,27.04133142743792,27.194459279378254,-0.01819081538752232,27.073490142822266,27.36899375915528,27.65746307373047,27.214210510253903
2020-07-21,27.214210510253903,27.39713835406705,26.792067680581344,26.7991022313778,1641500,0.0028735761836400364,27.132796696254186,27.19697516305106,0.023821872690350743,26.58100128173828,27.073490142822266,27.36899375915528,26.658388137817383
2020-07-22,26.658388137817383,26.890568582265995,26.5669228702541,26.890568582265995,1636700,-0.0057306214420050905,27.145863669259207,27.153316770281112,-0.020423975636812752,27.214210510253903,26.58100128173828,27.073490142822266,26.658388137817383
2020-07-23,26.658388137817383,26.70763804713944,26.33474510972425,26.383995019046303,1625300,-0.010374660560121152,27.030276434762136,27.090281077793666,0.0,26.658388137817383,27.214210510253903,26.58100128173828,26.91167640686035
2020-07-24,26.91167640686035,26.98906989262084,26.651355059781483,26.74281764848122,2658800,-0.002329642291234557,26.92373548235212,27.088572547549294,0.009501259706083065,26.658388137817383,26.658388137817383,27.214210510253903,27.080528259277344
2020-07-27,27.080528259277344,27.115706375492337,26.72874172929093,26.99609755965948,3464300,0.026853477545772053,26.8825261252267,27.065789903913224,0.006274297069577939,26.91167640686035,26.658388137817383,26.658388137817383,26.73578643798828
2020-07-28,26.73578643798828,26.91871432216584,26.63024936532326,26.778001803838137,1279200,-0.0005685828106446467,26.834282738821848,27.040662493024552,-0.01273024728278549,27.080528259277344,26.91167640686035,26.658388137817383,26.96796417236328
2020-07-29,26.96796417236328,27.010176849986337,26.65135567059548,26.71467737094904,2830300,0.003981840788259472,26.889563151768275,27.02156584603446,0.00868415578174675,26.73578643798828,27.080528259277344,26.91167640686035,26.94685745239257
